Rooms,Type,Price,Bedrooms,Baths,Car,HouseArea,LotArea,BuiltYear
3,h,750000,3,1,1,5819,,
3,h,627500,3,1,1,6050,1573,1970
3,t,880000,3,2,2,3729,,
3,h,825000,,,,,,
4,h,1372000,,,,,,
4,h,950000,4,3,3,8371,3091,1970
3,h,,3,1,3,6545,1562,1955
4,h,1200000,,,,,,
4,h,1600000,4,3,3,19811,,
3,h,825000,,,,,,
2,t,585000,2,1,1,1496,,2012
3,h,,3,2,1,6435,,
4,h,1631000,,,,,,
3,h,,3,1,1,6380,1287,1970
3,h,650000,3,1,3,6314,,
3,h,725000,3,1,4,6666,,
3,u,665000,3,2,1,3179,,
3,h,560500,3,1,1,1947,,
3,h,615000,3,1,2,7139,,
3,h,845000,3,1,3,7744,,
3,h,585000,3,1,2,3542,,
2,u,440000,2,1,1,2893,,1999
3,h,850000,3,1,2,8426,1639,
3,h,775000,,,,,,
5,h,850000,5,2,4,6314,,
3,h,705000,3,1,1,6391,1166,1960
4,h,1100000,4,3,2,9603,4345,1992
3,h,710000,,,,,,
3,h,892500,3,1,1,6446,1298,1965
3,t,730000,,,,,,
3,h,790000,,,,,,
3,h,695000,3,1,2,6468,,
4,h,855000,,,,,,
2,h,522500,2,1,1,2420,1111,1995
4,h,990000,,,,,,
4,h,680000,4,2,2,6094,1540,1960
3,u,500000,3,1,1,2860,,1990
2,t,550000,2,1,2,1738,,1993
3,h,730000,3,2,2,7755,,
3,h,875000,3,1,3,8932,1287,1960
4,h,,,,,,,
3,h,850000,3,2,8,6435,,
3,h,635000,3,1,1,6567,,
4,h,762000,4,2,2,6479,1650,1961
3,h,1215000,,,,,,
3,u,610000,,,,,,
4,h,815000,,,,,,
4,h,820000,,,,,,
2,u,411000,2,1,1,,935,1995
4,h,790000,4,2,2,6270,,
4,h,605000,4,1,0,6259,,
3,h,805000,3,2,2,6523,1133,1970
4,h,890000,4,2,4,6435,,1960
3,h,795000,3,1,1,6039,,
3,h,634000,4,2,1,6402,1683,1950
3,h,642000,3,1,1,6490,,1960
3,h,730000,,,,,,
3,h,863000,3,2,3,7018,,
3,h,740000,3,1,2,6677,,
4,h,1819000,3,2,1,2684,1980,1900
2,u,410000,2,1,2,,671,1965
3,h,,3,1,1,3344,,1940
1,u,280000,1,1,1,,,
2,t,1015000,2,1,2,1254,1320,2000
3,h,,3,2,1,2156,1980,1900
1,u,438000,,,,,,
2,u,,2,1,1,,660,1960
2,u,502500,2,1,1,,715,1960
2,u,520000,2,1,0,,638,1970
2,u,442000,2,1,1,,671,1960
2,t,,2,1,1,,,
3,h,1193000,3,1,1,1958,1100,1920
2,u,416000,2,1,1,,539,1960
2,u,820000,2,1,1,,,
2,u,474000,2,1,1,,649,1970
2,h,981000,2,1,0,1749,924,1930
3,h,1690000,3,2,2,3729,1749,1890
3,h,,3,1,2,2552,,
2,u,540000,2,1,1,5313,561,1970
3,h,1080000,3,1,1,1727,,1928
1,u,500000,1,1,0,,,
2,u,497500,2,0,0,,,
3,t,,3,2,2,3828,,
2,h,2100000,2,1,1,7249,1353,1920
4,h,1800000,4,2,2,7865,2398,1985
2,t,1255000,2,1,1,2288,1419,2000
3,u,1070000,3,2,2,2266,1232,1998
4,h,2200000,,,,,,
4,h,2290000,,,,,,
5,h,2570000,5,3,2,7865,4620,2009
4,h,2400000,4,2,2,8184,2486,1985
3,h,2200000,3,3,2,7161,2926,
5,h,3250000,5,5,2,7161,4510,
2,u,806000,2,1,1,1342,1067,1977
6,h,4000000,6,4,7,22561,4939,1935
2,h,1215000,2,2,2,,,
5,h,2250000,5,3,2,6600,3916,2006
1,u,450000,,,,,,
3,t,1400000,,,,,,
4,h,,4,3,4,7117,,1919
2,u,812000,2,1,1,2266,,
3,h,,,,,,,
4,h,4260000,,,,,,
3,h,1140000,3,2,2,1925,,1976
3,h,2330000,3,2,1,9383,,
5,h,2800000,5,3,2,7458,3839,2001
4,h,,4,2,2,3762,2750,2000
2,u,,,,,,,
2,u,605000,2,1,1,,,
3,h,1255000,3,2,2,3388,,
2,h,1850000,3,1,1,11165,1826,1930
2,h,,2,1,1,10494,946,1915
4,h,,4,2,2,6985,3586,1996
2,u,805000,3,1,1,2299,,1975
4,h,2000000,,,,,,
3,h,,,,,,,
4,h,,,,,,,
3,h,700000,3,1,1,2068,1210,1970
4,h,2130000,4,2,2,7304,,
2,h,500000,2,1,1,,792,1960
3,h,2125000,3,2,2,7689,2772,1985
5,h,4350000,,,,,,
2,h,,2,1,2,6479,1111,1950
2,u,648000,,,,,,
4,h,1800000,3,2,2,6347,2200,1948
3,h,1020000,,,,,,
2,u,635000,2,1,1,,770,2014
3,h,,,,,,,
5,h,2350000,,,,,,
3,t,1500000,,,,,,
2,h,1900000,,,,,,
2,u,526000,2,1,1,,803,1960
1,h,390000,1,1,1,8140,,
3,h,,3,2,2,6589,1386,1926
5,h,2950000,,,,,,
3,h,905000,3,1,2,3091,1650,1995
4,h,1750000,4,3,2,4983,3388,2016
2,t,760000,2,1,1,1331,1100,1960
2,u,550000,,,,,,
4,h,3180000,4,3,4,12628,,
3,t,1367000,3,2,2,2409,1804,2003
3,t,788000,,,,,,
5,h,3600000,5,3,2,7458,,
5,h,2550000,5,3,2,7062,,1930
3,h,1050000,,,,,,
5,h,3350000,,,,,,
4,t,1400000,4,3,2,2651,2640,2009
5,h,,,,,,,
3,u,662500,,,,,,
4,h,3270000,4,2,4,10285,2651,1927
5,h,,,,,,,
3,u,1280000,,,,,,
2,u,625000,2,1,1,1265,1144,1960
2,t,700000,2,1,1,1144,,
4,h,,4,2,2,8206,2321,1990
4,t,1920000,,,,,,
4,h,,,,,,,
3,h,,3,2,2,7139,3322,1988
2,h,,2,3,2,3784,,
3,h,1860000,3,1,4,7381,5115,
4,h,2730000,4,3,2,7414,3696,1997
4,h,2410000,,,,,,
4,h,2530000,,,,,,
2,u,,2,1,0,,836,1960
3,h,,3,1,0,8547,1397,1950
5,h,2020000,5,2,2,6721,,
2,u,460000,2,1,1,,869,1950
4,h,2250000,3,1,2,9152,,
2,u,1053000,2,1,2,2541,1078,1985
3,h,1800000,3,2,2,4180,,1980
4,h,,3,2,1,8767,,1938
3,t,1472000,3,2,2,3366,1870,1995
3,h,2120000,3,1,2,7161,,
3,h,,3,2,2,6710,,1960
4,h,1800000,,,,,,
3,h,1910000,3,1,2,7667,,
2,u,754000,2,1,1,957,968,1990
4,h,,4,2,2,8173,,
3,h,1605000,,,,,,
3,h,,3,1,2,14465,,1928
5,h,,5,2,3,7414,2420,1950
5,h,3000000,5,5,2,7381,,
5,h,,,,,,,
5,h,3400000,5,6,4,8129,5522,
3,h,,,,,,,
5,h,,5,2,3,7513,2904,1940
4,h,,4,1,3,7425,,
3,h,1490000,,,,,,
3,u,905000,,,,,,
4,h,,,,,,,
4,h,2188000,4,2,2,8272,2783,1981
2,u,755000,2,1,1,2343,1012,1980
2,u,,2,1,1,,,
4,h,2900000,4,3,2,6556,,
4,h,1947000,,,,,,
4,h,,,,,,,
4,h,,3,2,2,10219,,
4,h,3290000,4,3,2,11077,3850,1910
5,h,2665000,4,3,2,7414,,
2,u,,2,1,1,,,1968
4,h,1801000,4,2,2,6413,,
3,t,1100000,,,,,,
4,t,,,,,,,
5,h,,5,2,3,13255,3542,1920
4,h,2410000,4,2,1,7535,2277,1940
2,u,650000,2,1,1,,1650,1960
5,h,,5,4,2,6424,3850,2012
2,t,,2,2,2,3267,,
4,h,,4,3,5,7205,3465,1938
4,h,1820000,,,,,,
4,h,2275000,4,2,1,9262,,
5,h,2810000,5,3,4,16148,,
3,t,1385000,3,2,2,2090,,
6,h,4600000,,,,,,
4,h,,4,2,2,7282,,
5,h,,4,2,2,10175,3454,1986
5,h,,5,5,3,8877,4323,2005
4,h,2000000,3,1,2,8129,3201,1930
4,h,1900000,4,2,1,7315,1705,1940
2,u,,2,1,1,1474,,1965
4,h,,4,2,2,7942,3036,2000
3,h,3401000,3,2,1,7766,1826,1930
2,u,,2,1,1,2277,,
3,h,1750000,3,2,3,6743,2123,1943
4,h,,4,2,3,7491,,
5,h,4000000,5,4,3,15807,,
3,u,,,,,,,
4,h,2250000,,,,,,
4,h,,,,,,,
3,h,1810000,,,,,,
3,t,1100000,3,2,1,2849,,1940
5,h,3020000,5,3,2,7865,4620,2009
3,t,,,,,,,
3,h,2950000,4,2,2,7150,,
5,h,2450000,4,2,2,10791,2860,1960
3,h,1912000,2,1,2,9284,,
4,h,,,,,,,
2,u,730000,2,1,1,1430,880,1960
4,h,1530000,,,,,,
3,h,,3,2,2,9548,1859,1960
5,h,3900000,5,7,6,,,
3,h,1500000,3,2,2,4444,2090,2011
3,h,1850000,3,1,1,6677,,1950
5,h,,6,3,4,9636,3553,1980
4,h,1700000,3,1,1,7392,1265,1935
2,h,1010000,2,0,0,17721,,
3,t,1315000,3,2,2,2860,1837,2000
3,h,1500000,3,2,1,8558,1694,1950
4,h,3230000,4,4,3,12485,3025,1960
2,h,1080000,2,1,1,2783,,
4,u,1450000,,,,,,
2,h,1305000,,,,,,
7,h,1350000,7,2,0,10362,,
4,h,1905000,4,2,2,7117,2035,1955
5,h,3300000,5,4,2,8360,5247,2015
4,h,1900000,4,2,2,7062,2365,1955
3,h,2251000,3,1,2,9768,1507,1950
5,h,,5,2,1,8074,2255,1950
3,h,,3,1,2,7172,1958,1960
3,h,2160000,,,,,,
4,h,2205000,4,2,2,8250,2354,1950
3,h,1265000,3,2,1,3817,1760,2011
7,h,,7,3,2,7513,1441,1960
5,h,,,,,,,
3,h,2000000,3,1,3,8492,,
4,h,1750000,4,2,2,7403,2035,1960
3,h,1450000,3,1,2,7315,1364,1950
4,h,2614000,4,2,2,8492,1650,1955
4,h,1825000,4,2,3,8096,2475,1958
4,h,2550000,4,1,4,9317,,
4,h,,3,2,4,11902,,1960
4,h,1570000,4,2,1,6006,,
3,h,,,,,,,
3,h,,4,1,2,7799,,
5,h,3250000,3,4,2,9746,5720,2013
4,h,,,,,,,
4,h,1750000,4,3,3,7337,,
3,t,1150000,3,2,1,2277,1584,2003
4,h,,4,2,2,8019,2563,1950
3,h,,3,2,2,7150,1595,1980
3,h,1575000,3,2,2,7095,,1953
6,h,1505000,4,2,2,7964,,
4,h,,4,1,2,10978,,1970
3,h,920000,,,,,,
4,h,1572000,4,2,2,7282,3630,1965
4,h,,4,1,2,5610,,
2,h,,2,1,1,2530,1221,2000
4,h,1500000,3,2,2,6710,,
4,t,1400000,4,2,1,3113,,
4,h,,,,,,,
5,h,1750000,5,3,2,7755,4015,2013
4,h,1850000,4,2,2,6809,2794,1990
5,h,,5,5,2,7920,4895,2016
3,h,1480000,3,1,2,10912,,
4,h,1400000,4,2,2,7854,,
4,h,2130000,4,3,2,14014,3025,1970
3,u,1050000,3,2,2,2684,,
5,h,3690000,4,4,2,6864,1694,1967
2,u,709000,,,,,,
3,h,,3,2,2,6985,,
4,h,,4,1,1,9317,,1939
4,h,1740000,4,2,2,6710,3025,1993
3,h,,,,,,,
4,h,2575000,4,3,2,7227,3905,2006
4,h,1388800,3,2,1,5687,2717,1970
4,h,1702000,4,2,2,7865,,1939
4,h,1800000,4,2,4,6457,1815,1960
4,h,3300000,,,,,,
4,h,2910000,4,3,2,11770,2717,1992
2,h,1400000,2,1,1,7634,,
2,t,860000,2,2,2,2244,,
3,u,,3,1,2,3795,1320,1960
4,h,1670000,4,3,2,7579,,
5,h,1500000,3,1,1,8800,,1950
5,h,2200000,5,3,2,9900,3905,1955
3,u,1150000,,,,,,
4,h,1350000,4,2,2,8965,,
4,h,,4,2,1,11968,2167,1950
5,h,2070000,5,2,1,12518,,
3,h,1300000,3,1,2,5104,,
5,h,2190000,,,,,,
3,h,1700000,3,2,3,8393,1848,1960
3,h,1750000,2,1,2,9394,,1948
3,h,980000,3,1,1,5962,,
3,h,1230000,3,3,1,3410,2068,2012
5,h,,5,5,2,7073,3960,2007
7,h,2600000,5,3,3,7007,5819,2008
4,h,1950000,3,3,2,7315,2552,1970
3,h,,3,1,1,6732,1815,1950
5,h,1750000,5,2,2,7810,1870,1955
3,h,1636000,,,,,,
5,h,2000000,5,2,2,11022,2684,1950
3,h,1480000,3,1,4,6655,1276,1950
4,h,,4,3,2,9669,3025,1930
4,h,3000000,4,3,2,13717,550,
3,h,1818000,3,1,1,7942,990,1930
3,h,,3,2,2,7656,,
4,h,2170000,4,2,2,11440,,
5,h,1310000,,,,,,
3,h,,3,2,2,2574,,
4,h,2525000,4,2,2,13585,2156,1960
5,h,,5,4,2,7436,3256,1968
4,h,3360000,4,3,1,9944,4620,2003
3,h,1845000,,,,,,
4,h,1620000,4,2,1,7194,,1960
4,h,1420000,,,,,,
3,h,1903000,3,1,2,7843,7920,1950
3,h,,3,2,2,6952,,
5,h,1900000,,,,,,
4,h,1712000,3,2,2,7029,,
4,h,1720000,4,3,2,9559,1870,1950
3,h,,,,,,,
4,h,1670000,4,1,4,11462,,
2,h,1350000,2,1,2,5137,,
2,u,,2,1,1,1320,1122,1970
3,h,2086000,,,,,,
4,h,1675000,4,2,2,7337,2211,1974
4,t,1680000,4,3,1,3982,2200,2014
4,h,,3,1,1,7876,1375,1945
3,h,1800000,3,1,1,8899,,
5,h,1540000,,,,,,
4,h,1550000,4,3,4,7777,,
4,h,,4,2,2,7920,,
5,h,4000000,5,5,4,15004,5698,2013
6,h,1860000,,,,,,
3,h,2900000,4,2,2,10087,,
4,h,,,,,,,
4,h,2205000,4,2,2,11110,2750,1950
4,h,,4,2,2,13585,2156,1960
3,h,,3,2,2,4653,1650,2010
3,t,1137000,3,2,2,3839,,
3,h,2100000,3,2,3,10439,1925,1940
2,h,1389000,2,1,4,7711,,
2,h,685000,2,1,1,1947,935,1975
5,h,,5,3,3,7370,2970,1970
6,h,1900000,6,1,6,7601,55,
4,h,,4,2,2,6864,2860,1950
3,h,1335000,3,2,2,4048,1947,2009
5,h,,5,4,3,8822,5962,2014
3,h,1600000,3,2,2,8360,,
3,h,1830000,3,2,2,5423,,
4,h,,4,2,2,6424,,
4,h,1900000,4,2,4,6457,1815,1960
2,h,,2,1,1,6644,1562,1930
4,h,,3,2,2,6908,2629,1940
5,h,,5,3,2,7425,,1956
5,h,1650000,,,,,,
5,h,1500000,5,2,2,6655,,
4,h,,3,2,2,7953,2200,1936
2,u,735000,2,1,1,11825,,1970
4,h,,4,1,1,13035,1628,1960
5,h,,5,3,2,7700,,
2,u,1040000,2,1,1,2750,1232,1995
3,h,,3,1,3,7040,,
4,h,,4,1,2,6842,2200,1970
3,h,1520000,3,1,2,6842,,
3,t,,3,2,2,3025,,2010
4,h,1250000,4,2,2,7084,1683,1950
6,h,1900000,6,3,2,8888,,1974
3,h,,3,2,2,3223,2420,2014
4,h,2006000,,,,,,
5,h,1875000,5,3,2,9262,2200,1961
5,h,,5,2,2,7359,2948,1948
4,h,1530000,4,2,2,7711,2178,1960
3,h,,,,,,,
3,h,1425000,,,,,,
3,u,940000,,,,,,
4,h,1700000,3,2,5,8294,1925,1960
4,h,1300000,,,,,,
4,h,,,,,,,
3,h,,,,,,,
4,h,1760000,,,,,,
2,h,,2,1,1,7326,,
4,h,2300000,,,,,,
3,h,1300000,,,,,,
3,t,1238000,3,2,2,2046,,2010
3,h,1320000,3,1,0,6985,,1960
4,h,,4,2,3,8437,,
2,h,,2,1,1,1870,1584,1950
2,u,560000,2,1,1,,,1950
3,h,1651000,3,1,2,7227,1661,1960
5,h,1920000,5,3,2,9900,3905,1955
5,h,1560000,5,2,3,9295,2189,1980
5,h,1550000,7,2,0,10362,,
5,h,,5,3,2,10362,,1970
3,t,1330000,,,,,,
3,h,1038000,3,2,1,2277,1584,2003
4,h,,,,,,,
4,h,,,,,,,
2,h,,2,1,1,3982,,
5,h,1660000,4,3,2,8107,2123,1950
3,h,,,,,,,
3,h,1260000,3,2,2,5038,,1997
4,h,,4,2,2,7711,,
3,h,2000000,3,1,2,826100,,
4,h,2155000,4,2,3,6820,,
3,h,1225000,3,2,2,3102,,
4,h,2150000,4,2,2,8030,,1960
3,h,1770000,3,2,1,7920,1617,1955
4,h,2040000,,,,,,
2,u,691500,3,1,1,,1122,1968
3,h,,3,1,2,8019,1925,1950
4,h,,,,,,,
5,h,1836000,4,2,2,10329,,1957
4,h,,3,2,2,7601,,
2,u,636000,2,1,2,2222,,1974
2,h,1275000,2,1,2,6589,,
3,u,875000,3,1,2,3828,1331,1950
4,t,1230000,,,,,,
3,t,895000,3,2,2,3982,,1997
3,t,1020000,,,,,,
2,h,1550000,2,1,4,8030,,
4,h,1420000,4,1,4,8646,,
3,h,1425000,3,2,2,6743,1573,1960
2,t,851000,2,1,1,1540,2750,1970
3,h,1222500,3,2,2,3289,1991,2000
2,u,,,,,,,
3,h,,,,,,,
4,h,2470000,,,,,,
3,t,710000,,,,,,
4,h,1260000,4,2,2,8723,,
2,u,896000,,,,,,
4,h,2700000,4,3,2,6908,,
3,t,900000,3,2,1,4598,,1925
3,h,1100000,3,2,2,,,
7,h,1005000,7,3,4,6677,,1950
3,h,1317500,3,1,1,6336,1397,1945
2,u,360000,2,1,1,,759,1965
4,t,1435000,3,3,2,3201,2332,2012
2,u,,,,,,,
3,h,1110000,3,1,2,7612,1804,1940
4,h,2435000,3,2,2,8745,2750,1928
4,h,2000000,,,,,,
5,t,1375000,,,,,,
3,h,1500000,3,2,1,6215,2442,1940
4,h,1300000,4,2,2,7667,2134,1940
2,h,855000,2,1,1,3278,,
2,h,,2,1,3,6578,1507,1960
3,h,1125000,3,1,2,6424,1276,1948
3,h,1475000,,,,,,
3,h,1135000,3,1,2,6897,,
3,h,867000,3,2,1,6358,,
4,t,,4,2,2,3641,,
4,h,1328000,3,2,2,6710,1232,1940
3,h,1340000,3,2,1,5786,1485,1910
4,t,1155000,4,3,2,2981,2255,2010
3,h,1130000,,,,,,
3,h,1275000,3,1,4,8338,1518,1960
3,t,,,,,,,
3,u,,3,2,1,3135,1375,1990
3,h,770000,3,2,2,,,1987
2,h,855000,2,1,1,3256,1133,1940
3,t,1100000,3,2,2,3663,,
3,h,,3,2,2,6534,,
2,u,650000,2,1,1,1276,1012,1960
4,h,1815000,4,2,4,9922,2563,1950
4,h,2255000,4,3,2,6127,3883,2008
3,h,1470000,3,2,2,6743,,1950
4,h,,4,1,3,7733,,
2,u,420000,2,1,0,11495,,
4,t,,4,3,2,3586,,
2,u,855000,2,2,3,2486,5225,2005
2,u,770000,,,,,,
2,u,615000,,,,,,
4,h,1450000,4,1,1,6237,,
3,h,1200000,3,2,2,6490,,
4,h,1860000,4,2,3,9405,2167,1930
2,u,725000,2,1,1,2497,1100,1990
3,h,1360000,,,,,,
3,h,1293000,3,1,1,6952,1188,1950
4,h,1250000,,,,,,
3,h,1390000,3,1,2,7953,,1925
3,h,1400000,3,2,1,7689,,
3,h,1328000,3,2,2,7590,2695,1970
4,t,1247000,4,2,3,3894,2805,2008
3,h,1311000,3,2,2,6512,,
3,h,1100000,3,1,2,4202,,
3,h,,3,1,3,5555,,
3,h,1327500,3,1,2,7700,,
4,t,1435000,,,,,,
5,h,1960000,,,,,,
4,h,,4,1,2,7502,,1950
4,h,1560000,4,3,1,7645,,
3,h,1370000,3,1,2,6864,1573,1950
3,h,1100000,3,1,2,6952,,
2,h,850000,,,,,,
4,h,1385000,4,2,1,6336,,1920
3,t,1275000,3,2,2,3399,,
3,h,1095000,3,2,1,6391,1870,1965
2,u,797500,2,1,2,3531,,
2,u,725000,2,1,1,7447,968,2012
4,t,1380000,,,,,,
3,t,825000,3,2,2,1617,1639,2007
3,t,,3,2,1,3652,,
3,t,1235000,3,2,2,,1760,2012
3,u,820000,,,,,,
5,h,1600000,5,3,2,8492,,1986
3,h,1165000,3,1,2,7634,1375,1950
2,u,,2,1,1,11473,803,1967
4,h,1355000,4,2,3,6501,,
4,h,1910000,4,2,4,8096,3124,1950
4,t,1250000,,,,,,
3,h,1448000,3,2,3,6248,,
4,h,1400000,,,,,,
2,u,520000,,,,,,
2,u,820000,2,1,3,3696,1199,1960
3,t,740000,,,,,,
3,h,895000,3,1,2,,,
4,h,,4,1,4,8580,1991,1925
4,h,1041000,4,2,1,3212,,
4,h,1430000,4,2,2,6721,1848,1970
2,h,910000,2,1,2,3014,1056,1970
4,h,2520000,4,4,2,6369,3971,2012
4,h,1860000,,,,,,
3,h,1350000,3,1,1,6787,,
2,u,635000,2,1,2,1298,,
3,h,1280000,3,2,4,6457,,
5,h,1900000,5,2,2,6237,2750,1926
3,h,1230000,3,1,2,7436,,
4,h,1150000,4,2,2,4224,8426,
3,t,1200000,,,,,,
4,t,900000,,,,,,
4,t,1533000,,,,,,
4,h,1545000,,,,,,
4,h,1650000,3,2,2,6270,,1930
2,t,670000,2,2,1,1353,990,2007
3,t,1486000,,,,,,
5,t,1275000,,,,,,
2,u,738000,,,,,,
2,t,680000,2,1,1,913,1177,1998
4,t,1500000,,,,,,
5,h,2900000,,,,,,
5,t,,5,4,1,3520,,
4,t,1320000,4,3,3,3806,2420,2010
4,h,1380000,4,1,2,6380,,
3,h,,,,,,,
6,h,1900000,6,3,2,7788,3025,1988
4,h,,4,2,2,8426,,
3,h,1535000,2,2,2,6292,1650,1930
3,u,,3,2,2,4268,,
3,t,1450000,,,,,,
4,h,1281000,3,1,5,6534,1650,1940
3,u,1096000,3,2,2,3212,,
5,h,1385000,5,2,2,7304,1958,1950
3,u,517500,3,1,1,,,1970
4,t,1245000,4,2,2,3795,,
4,h,1330000,,,,,,
2,u,503000,2,1,1,,,1960
4,h,2620000,4,4,2,6369,3971,2012
2,u,760000,2,1,1,2112,,
2,u,405000,2,1,1,,,1968
3,h,,3,1,2,6490,1606,1950
4,t,,,,,,,
2,h,1410000,2,1,2,8448,,
3,t,990000,,,,,,
3,h,1057000,,,,,,
3,t,760000,3,1,2,3157,,
2,h,825000,2,2,1,1936,1375,2008
2,u,746000,2,1,2,3091,1045,2002
4,t,1250000,,,,,,
1,u,580000,1,1,1,1155,,
3,t,913788,,,,,,
5,h,1275000,5,2,2,7513,2090,1960
4,t,1200000,,,,,,
2,h,,2,1,1,1925,,2000
4,h,515000,,,,,,
3,h,1206000,3,1,2,6633,,
4,h,950000,,,,,,
4,h,,4,2,2,4235,2123,2010
2,h,,2,1,2,4323,660,1940
3,t,775000,,,,,,
3,t,1115000,3,2,2,3267,,
4,h,1190000,4,2,3,6501,,
4,h,1270000,4,2,1,,,
3,u,1025000,3,2,2,4224,1320,1999
2,u,737500,,,,,,
3,u,740000,3,2,1,2838,,
4,h,1960000,4,2,4,6611,,
4,t,1000000,,,,,,
2,t,742000,,,,,,
4,t,,,,,,,
2,u,495000,2,1,1,836,869,1980
2,u,570000,2,1,1,1595,,
4,h,1220000,3,2,2,6435,1958,1950
3,u,,3,2,1,3839,,1950
3,h,885000,3,1,2,6215,1210,1950
3,t,830000,0,2,2,3212,1551,2012
4,h,1137500,4,1,2,7656,,
4,h,1100000,4,2,2,6963,,1975
3,h,1020000,,,,,,
3,h,1040000,3,2,2,6578,,1970
4,t,1210000,3,3,2,3201,2442,2014
4,t,1370000,,,,,,
4,t,1160000,3,2,2,3531,1980,2006
3,h,1215000,3,2,3,8030,1210,1970
4,h,1200000,4,2,2,6809,2101,1960
3,h,1050000,3,2,2,6897,1540,1950
5,h,950000,5,2,4,6798,1606,1950
2,u,380000,3,2,1,,858,1970
2,h,689000,2,1,1,1859,957,
3,h,1400000,3,2,2,7183,,
3,h,965000,3,1,4,6314,,
3,h,1338000,3,2,2,6710,1947,1970
3,h,,3,1,2,6842,1551,1960
4,t,1200000,,,,,,
3,t,800000,3,2,1,3883,,
2,u,651000,2,1,1,2915,1650,1960
3,h,920000,3,1,3,6413,,1955
3,h,1390000,4,2,2,6490,1298,1960
3,h,,3,1,2,6666,1056,1950
3,h,1300000,,,,,,
4,t,1280000,,,,,,
2,u,420000,,,,,,
4,t,,,,,,,
2,u,495000,2,1,1,1056,,
4,t,1357500,,,,,,
1,u,370000,1,1,1,,,1970
3,h,1100000,3,1,2,6358,1793,1955
3,h,,3,1,2,8250,,
4,h,1100000,4,2,4,7183,,
3,h,1355000,0,1,2,8998,,
4,h,1206000,4,1,1,6996,1518,1940
2,t,486500,2,1,1,,825,1960
2,h,1010000,3,1,1,6567,,
3,h,597000,,,,,,
3,t,1205000,,,,,,
3,h,899000,3,1,1,6413,,
4,t,1375000,,,,,,
4,h,,4,2,4,6182,1914,1950
4,h,1415000,4,2,2,6644,1947,1970
4,t,1185000,4,2,2,3355,2277,2012
4,t,1060000,4,3,1,3443,1826,1960
2,u,716000,2,1,2,2332,,
3,h,,3,2,2,4774,,
3,h,1302500,,,,,,
3,h,1550000,3,1,1,6391,,
3,t,1279000,,,,,,
3,h,840000,3,2,2,7667,,
3,h,1110000,3,1,4,6732,,
4,t,1150000,,,,,,
3,h,1106000,3,1,2,6424,,
4,t,850000,,,,,,
4,h,1130000,,,,,,
4,t,1235000,,,,,,
4,t,1250000,,,,,,
3,h,845000,3,2,2,3245,1595,1998
4,t,,,,,,,
4,h,,,,,,,
3,t,860000,3,2,1,2794,1287,1995
3,h,1208000,3,1,1,8217,,
4,t,950000,,,,,,
3,t,921000,3,2,2,1837,1540,2009
3,h,,3,1,4,6919,,
3,h,1165000,3,1,1,8052,,
3,h,1270000,3,1,2,7634,,
4,h,1235000,,,,,,
2,h,742500,2,1,1,3300,1485,1960
3,h,920000,3,2,2,6358,1320,1950
3,h,,3,2,1,9009,2255,1970
4,t,1100000,,,,,,
4,t,1160000,,,,,,
3,h,1307000,3,2,4,7524,,
4,h,1010000,4,1,2,7238,1232,
2,h,702000,2,1,1,6501,1122,1960
2,h,813000,2,1,1,3366,,
4,t,,,,,,,
3,t,805000,3,2,1,2948,1287,2000
3,h,880000,2,1,3,7260,,
4,h,1100000,4,2,1,3014,2090,2004
4,h,,4,3,2,7172,3080,1952
3,h,1085000,3,2,4,7810,,
4,t,1325000,,,,,,
3,t,920000,3,2,1,3773,,
3,h,1050000,3,1,4,7986,1441,1950
3,h,1560000,3,1,2,9251,,
3,h,1000000,,,,,,
4,h,800000,4,2,2,6611,,
2,h,722000,2,2,1,2211,869,2005
3,h,930000,3,1,2,6468,1463,1960
3,h,780000,,,,,,
3,h,921000,3,2,1,3201,1309,2000
4,h,1035000,3,1,2,6710,1760,1950
3,u,720000,3,2,1,2508,,1996
4,h,1108000,,,,,,
3,h,1185000,3,1,2,6798,,
4,h,1352000,4,2,2,6798,2156,1950
4,t,1005000,4,2,2,3256,2255,2006
2,u,761000,2,1,2,3102,,
5,h,1600000,4,2,2,7249,3465,1930
2,u,765000,,,,,,
3,h,1200000,3,1,1,7931,1320,1970
4,t,,,,,,,
5,h,1260000,,,,,,
3,h,780000,3,2,2,4631,1386,1950
4,t,1250000,4,2,2,3454,2541,2010
3,h,750000,3,2,1,3707,,
3,h,1300000,3,1,4,8206,,
5,h,1475000,5,2,2,8019,,
4,h,1110000,4,2,2,6413,1936,1960
2,u,835000,2,2,1,3982,,
4,h,1690000,4,2,2,7700,1815,1950
3,u,791000,3,3,1,4301,1342,1950
3,h,900000,3,1,3,8580,1540,1940
3,h,1189000,4,2,2,3707,,2010
3,t,825000,3,1,1,7062,,
2,u,,2,1,1,,792,1970
3,t,1030000,3,2,2,3597,,
3,t,970000,3,2,2,2937,1716,2000
3,h,930000,3,1,2,6380,,
4,h,,4,2,2,6292,,
4,h,1510000,4,2,2,7040,,
3,u,,3,2,1,,1166,2014
3,t,1240000,3,2,2,5698,,
3,h,823000,3,2,2,2343,1573,2003
4,h,1310000,4,2,2,6666,,
4,h,1270000,,,,,,
4,h,,4,2,2,6622,1056,1950
4,h,1475000,4,2,2,7414,,
4,t,950000,4,2,1,4950,,1940
